Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
AuNaO3,0.93,1.02,1.36,0.680367449,cubic,3.995,3.995,3.995,
AuNbO3,0.93,0.68,1.36,0.793762024,rhombohedral,5.718,5.718,5.718,
AuNdO3,0.93,0.98,1.36,0.691997662,cubic,4.463,4.463,4.463,
AuNiO3,0.93,0.59,1.36,0.830397194,cubic,3.764,3.764,3.764,
AuNpO3,0.93,0.86,1.36,0.729402941,cubic,4.258,4.258,4.258,
AuOsO3,0.93,0.57,1.36,0.839002347,cubic,3.892,3.892,3.892,
AuPaO3,0.93,0.91,1.36,0.713336797,rhombohedral,6.121,6.121,6.121,
AuPbO3,0.93,0.99,1.36,0.689052991,cubic,4.253,4.253,4.253,
AuPdO3,0.93,0.75,1.36,0.767428687,cubic,3.948,3.948,3.948,
AuPmO3,0.93,0.97,1.36,0.694967609,cubic,4.428,4.428,4.428,
AuPrO3,0.93,0.92,1.36,0.710208127,cubic,4.45,4.45,4.45,
AuPtO3,0.93,0.67,1.36,0.797672182,cubic,3.975,3.975,3.975,
AuPuO3,0.93,0.83,1.36,0.739394762,cubic,4.272,4.272,4.272,
AuRbO3,0.93,1.52,1.36,0.5622481,cubic,4.314,4.314,4.314,
AuReO3,0.93,0.57,1.36,0.839002347,cubic,3.902,3.902,3.902,
AuRhO3,0.93,0.61,1.36,0.821966766,cubic,3.916,3.916,3.916,
AuRuO3,0.93,0.62,1.36,0.817815419,orthorhombic,5.541,5.588,7.37,
AuSbO3,0.93,0.68,1.36,0.793762024,rhombohedral,5.613,5.613,5.613,
AuScO3,0.93,0.75,1.36,0.767428687,cubic,4.057,4.057,4.057,
AuSiO3,0.93,0.4,1.36,0.920042346,cubic,3.619,3.619,3.619,
AuSmO3,0.93,0.96,1.36,0.697963159,cubic,4.415,4.415,4.415,
AuSnO3,0.93,0.69,1.36,0.789890014,cubic,4.045,4.045,4.045,
AuSrO3,0.93,1.18,1.36,0.637509657,orthorhombic,6.166,6.182,8.373,
AuTaO3,0.93,0.68,1.36,0.793762024,rhombohedral,5.669,5.669,5.669,
AuTbO3,0.93,0.84,1.36,0.736033877,cubic,4.356,4.356,4.356,
AuTcO3,0.93,0.6,1.36,0.826160474,orthorhombic,5.512,5.556,7.499,
AuTeO3,0.93,0.77,1.36,0.760222784,orthorhombic,5.691,5.773,8.096,
AuThO3,0.93,0.94,1.36,0.704032404,cubic,4.485,4.485,4.485,
AuTiO3,0.93,0.71,1.36,0.782258227,orthorhombic,5.488,5.517,7.425,
AuTlO3,0.93,1.2,1.36,0.632529113,cubic,4.2,4.2,4.2,
AuTmO3,0.93,0.96,1.36,0.697963159,cubic,4.274,4.274,4.274,
AuUO3,0.93,0.85,1.36,0.732703407,orthorhombic,5.813,6.082,8.484,
AuVO3,0.93,0.64,1.36,0.809637264,orthorhombic,5.524,5.565,7.194,
AuWO3,0.93,0.63,1.36,0.813705793,cubic,3.928,3.928,3.928,
AuYO3,0.93,0.9,1.36,0.716493154,cubic,4.373,4.373,4.373,
AuYbO3,0.93,0.95,1.36,0.700984645,cubic,4.161,4.161,4.161,
AuZnO3,0.93,0.74,1.36,0.771083109,cubic,3.851,3.851,3.851,
AuZrO3,0.93,0.72,1.36,0.77849737,cubic,4.151,4.151,4.151,
BAcO3,0.27,1.12,1.36,0.464751634,cubic,4.488,4.488,4.488,
BAgO3,0.27,0.95,1.36,0.498954136,cubic,3.959,3.959,3.959,
BAlO3,0.27,0.54,1.36,0.606623186,cubic,3.61,3.61,3.61,
BAsO3,0.27,0.46,1.36,0.633287941,cubic,3.658,3.658,3.658,
BAuO3,0.27,0.93,1.36,0.503311814,cubic,3.983,3.983,3.983,
BBaO3,0.27,1.35,1.36,0.425307769,cubic,4.528,4.528,4.528,
BBeO3,0.27,0.45,1.36,0.63678677,cubic,3.338,3.338,3.338,
BBiO3,0.27,0.76,1.36,0.543671723,cubic,4.139,4.139,4.139,
BCaO3,0.27,1,1.36,0.488383073,cubic,4.283,4.283,4.283,
BCdO3,0.27,0.95,1.36,0.498954136,cubic,4.096,4.096,4.096,
BCeO3,0.27,0.87,1.36,0.516853836,cubic,4.537,4.537,4.537,
BCoO3,0.27,0.53,1.36,0.609832832,cubic,3.623,3.623,3.623,
BCrO3,0.27,0.49,1.36,0.623018407,cubic,3.699,3.699,3.699,
BCsO3,0.27,1.67,1.36,0.380390777,cubic,4.336,4.336,4.336,
BCuO3,0.27,0.68,1.36,0.564992183,cubic,3.638,3.638,3.638,
BDyO3,0.27,0.99,1.36,0.490461299,cubic,4.322,4.322,4.322,
BErO3,0.27,0.89,1.36,0.512259579,cubic,4.291,4.291,4.291,
BEuO3,0.27,1.06,1.36,0.476274402,cubic,4.434,4.434,4.434,
BFeO3,0.27,0.59,1.36,0.591068745,cubic,3.685,3.685,3.685,
BGaO3,0.27,0.62,1.36,0.582113158,cubic,3.781,3.781,3.781,
BGdO3,0.27,0.94,1.36,0.501123501,cubic,4.364,4.364,4.364,
BGeO3,0.27,0.53,1.36,0.609832832,cubic,3.682,3.682,3.682,
BHfO3,0.27,0.71,1.36,0.55680389,cubic,4.079,4.079,4.079,
BHgO3,0.27,1.11,1.36,0.46663322,cubic,4.119,4.119,4.119,
BHoO3,0.27,0.9,1.36,0.509992944,cubic,4.3,4.3,4.3,
BInO3,0.27,0.8,1.36,0.533603728,cubic,4.123,4.123,4.123,
BIrO3,0.27,0.57,1.36,0.59719381,cubic,3.842,3.842,3.842,
BKO3,0.27,1.38,1.36,0.420651114,cubic,4.396,4.396,4.396,
BLaO3,0.27,1.03,1.36,0.482252742,cubic,4.352,4.352,4.352,
BLiO3,0.27,0.76,1.36,0.543671723,cubic,3.442,3.442,3.442,
BLuO3,0.27,0.86,1.36,0.519182006,cubic,4.229,4.229,4.229,
BMgO3,0.27,0.72,1.36,0.554126949,cubic,3.809,3.809,3.809,
BMnO3,0.27,0.53,1.36,0.609832832,cubic,3.687,3.687,3.687,
BMoO3,0.27,0.61,1.36,0.585068047,cubic,3.874,3.874,3.874,
BNaO3,0.27,1.02,1.36,0.484279014,cubic,4.017,4.017,4.017,
BNbO3,0.27,0.64,1.36,0.576292027,cubic,3.968,3.968,3.968,
BNdO3,0.27,0.98,1.36,0.492557288,cubic,4.429,4.429,4.429,
BNiO3,0.27,0.48,1.36,0.626404377,cubic,3.602,3.602,3.602,
BNpO3,0.27,0.86,1.36,0.519182006,cubic,4.245,4.245,4.245,
BOsO3,0.27,0.57,1.36,0.59719381,cubic,3.829,3.829,3.829,
BPaO3,0.27,0.91,1.36,0.507746279,cubic,4.344,4.344,4.344,
BPbO3,0.27,0.78,1.36,0.538590679,cubic,4.201,4.201,4.201,
BPdO3,0.27,0.62,1.36,0.582113158,cubic,3.868,3.868,3.868,
BPmO3,0.27,0.97,1.36,0.494671268,cubic,4.424,4.424,4.424,
BPrO3,0.27,0.85,1.36,0.521531246,cubic,4.45,4.45,4.45,
BPtO3,0.27,0.67,1.36,0.567775396,cubic,3.892,3.892,3.892,
BPuO3,0.27,0.83,1.36,0.526294088,cubic,4.261,4.261,4.261,
BRbO3,0.27,1.52,1.36,0.400202796,cubic,4.323,4.323,4.323,
BReO3,0.27,0.58,1.36,0.594115491,cubic,3.844,3.844,3.844,
BRhO3,0.27,0.6,1.36,0.588053088,cubic,3.834,3.834,3.834,
BRuO3,0.27,0.57,1.36,0.59719381,cubic,3.817,3.817,3.817,
BSbO3,0.27,0.6,1.36,0.588053088,cubic,3.906,3.906,3.906,
BScO3,0.27,0.75,1.36,0.546248367,cubic,4.058,4.058,4.058,
BSiO3,0.27,0.4,1.36,0.654877303,cubic,3.47,3.47,3.47,
BSmO3,0.27,0.96,1.36,0.496803471,cubic,4.436,4.436,4.436,
BSnO3,0.27,0.69,1.36,0.562236124,cubic,4.031,4.031,4.031,
BSrO3,0.27,1.18,1.36,0.453773249,cubic,4.488,4.488,4.488,
BTaO3,0.27,0.64,1.36,0.576292027,cubic,3.945,3.945,3.945,
BTbO3,0.27,0.76,1.36,0.543671723,cubic,4.343,4.343,4.343,
BTcO3,0.27,0.6,1.36,0.588053088,cubic,3.83,3.83,3.83,
BTeO3,0.27,0.97,1.36,0.494671268,cubic,4.014,4.014,4.014,
BThO3,0.27,0.94,1.36,0.501123501,cubic,4.468,4.468,4.468,
BTiO3,0.27,0.61,1.36,0.585068047,cubic,3.844,3.844,3.844,
BTlO3,0.27,1.2,1.36,0.450228146,cubic,4.191,4.191,4.191,
BTmO3,0.27,0.96,1.36,0.496803471,cubic,4.264,4.264,4.264,
BUO3,0.27,0.76,1.36,0.543671723,cubic,4.289,4.289,4.289,
BVO3,0.27,0.54,1.36,0.606623186,cubic,3.716,3.716,3.716,
BWO3,0.27,0.62,1.36,0.582113158,cubic,3.88,3.88,3.88,
BYO3,0.27,0.9,1.36,0.509992944,cubic,4.346,4.346,4.346,
BYbO3,0.27,0.95,1.36,0.498954136,cubic,4.182,4.182,4.182,
BZnO3,0.27,0.74,1.36,0.548849549,cubic,3.752,3.752,3.752,
BZrO3,0.27,0.72,1.36,0.554126949,cubic,4.141,4.141,4.141,
BaAcO3,1.61,1.12,1.36,0.846817395,orthorhombic,6.449,6.603,9.198,
BaAgO3,1.61,0.95,1.36,0.90913729,rhombohedral,5.838,5.838,5.838,
BaAlO3,1.61,0.54,1.36,1.105319547,cubic,3.921,3.921,3.921,
BaAsO3,1.61,0.52,1.36,1.117078266,cubic,4.041,4.041,4.041,
BaAuO3,1.61,0.93,1.36,0.917077354,orthorhombic,5.852,5.883,8.478,
BaBO3,1.61,0.27,1.36,1.288409288,cubic,3.73,3.73,3.73,
BaBeO3,1.61,0.45,1.36,1.160280188,cubic,3.829,3.829,3.829,
BaBiO3,1.61,0.9,1.36,0.929250947,rhombohedral,6.165,6.165,6.165,
BaCaO3,1.61,1,1.36,0.889875907,orthorhombic,6.124,6.367,8.705,
BaCdO3,1.61,0.95,1.36,0.90913729,orthorhombic,5.953,6.062,8.457,
BaCeO3,1.61,0.87,1.36,0.941752081,orthorhombic,6.355,6.496,9.066,
BaCoO3,1.61,0.53,1.36,1.111167799,orthorhombic,5.642,5.646,8.012,
BaCrO3,1.61,0.55,1.36,1.099532534,orthorhombic,5.607,5.607,7.882,
BaCsO3,1.61,1.67,1.36,0.693104667,cubic,4.571,4.571,4.571,
BaCuO3,1.61,0.68,1.36,1.029464284,rhombohedral,5.615,5.615,5.615,
BaDyO3,1.61,0.99,1.36,0.893662613,orthorhombic,6.177,6.199,8.743,
BaErO3,1.61,0.89,1.36,0.933380951,orthorhombic,6.145,6.159,8.689,
BaEuO3,1.61,1.06,1.36,0.867812868,orthorhombic,6.296,6.422,8.729,
BaFeO3,1.61,0.59,1.36,1.076978021,cubic,3.973,3.973,3.973,250
BaGaO3,1.61,0.62,1.36,1.060660172,cubic,4.023,4.023,4.023,
BaGdO3,1.61,0.94,1.36,0.913090061,orthorhombic,6.207,6.271,8.798,
BaGeO3,1.61,0.53,1.36,1.111167799,rhombohedral,5.585,5.585,5.585,
BaHfO3,1.61,0.71,1.36,1.014544512,cubic,4.174,4.174,4.174,
BaHgO3,1.61,1.11,1.36,0.850245806,orthorhombic,6.004,6.09,8.543,
BaHoO3,1.61,0.9,1.36,0.929250947,orthorhombic,6.159,6.171,8.727,
BaInO3,1.61,0.8,1.36,0.972271824,cubic,4.24,4.24,4.24,
BaIrO3,1.61,0.63,1.36,1.055330221,orthorhombic,5.703,5.773,8.106,
BaKO3,1.61,1.38,1.36,0.76646246,cubic,4.449,4.449,4.449,
BaLaO3,1.61,1.03,1.36,0.878705916,orthorhombic,6.34,6.441,9.017,
BaLiO3,1.61,0.76,1.36,0.990616576,cubic,3.965,3.965,3.965,
BaLuO3,1.61,0.86,1.36,0.945994207,orthorhombic,6.085,6.087,8.613,
BaMgO3,1.61,0.72,1.36,1.009666894,rhombohedral,5.755,5.755,5.755,
BaMnO3,1.61,0.53,1.36,1.111167799,orthorhombic,5.626,5.638,7.972,
BaMoO3,1.61,0.65,1.36,1.044829423,cubic,4.056,4.056,4.056,
BaNaO3,1.61,1.02,1.36,0.882397958,cubic,4.228,4.228,4.228,
BaNbO3,1.61,0.68,1.36,1.029464284,cubic,4.125,4.125,4.125,
BaNdO3,1.61,0.98,1.36,0.897481684,orthorhombic,6.3,6.404,8.959,
BaNiO3,1.61,0.48,1.36,1.141362576,orthorhombic,5.625,5.659,7.979,
BaNpO3,1.61,0.86,1.36,0.945994207,orthorhombic,6.233,6.273,8.849,
BaOsO3,1.61,0.57,1.36,1.088138415,cubic,4.034,4.034,4.034,
BaPaO3,1.61,0.91,1.36,0.92515733,orthorhombic,6.316,6.361,8.959,
BaPbO3,1.61,0.78,1.36,0.981358477,orthorhombic,6.088,6.12,8.633,
BaPdO3,1.61,0.62,1.36,1.060660172,orthorhombic,5.733,5.793,8.219,
BaPmO3,1.61,0.97,1.36,0.901333537,orthorhombic,6.265,6.366,8.915,
BaPrO3,1.61,0.85,1.36,0.950274724,orthorhombic,6.323,6.446,9.008,
BaPtO3,1.61,0.67,1.36,1.034535537,orthorhombic,5.743,5.83,8.218,
BaPuO3,1.61,0.83,1.36,0.958953032,rhombohedral,6.197,6.197,6.197,
BaRbO3,1.61,1.52,1.36,0.729203868,cubic,4.473,4.473,4.473,
BaReO3,1.61,0.63,1.36,1.055330221,cubic,4.038,4.038,4.038,
BaRhO3,1.61,0.6,1.36,1.071483235,orthorhombic,5.705,5.751,8.095,
BaRuO3,1.61,0.62,1.36,1.060660172,cubic,4.036,4.036,4.036,
BaSbO3,1.61,0.68,1.36,1.029464284,cubic,4.244,4.244,4.244,
BaScO3,1.61,0.75,1.36,0.995311441,cubic,4.179,4.179,4.179,
BaSiO3,1.61,0.4,1.36,1.193242693,cubic,3.813,3.813,3.813,
BaSmO3,1.61,0.96,1.36,0.905218595,orthorhombic,6.261,6.335,8.877,
BaSnO3,1.61,0.69,1.36,1.024442507,cubic,4.154,4.154,4.154,306
BaSrO3,1.61,1.18,1.36,0.826813835,cubic,4.53,4.53,4.53,
BaTaO3,1.61,0.68,1.36,1.029464284,cubic,4.104,4.104,4.104,
BaTbO3,1.61,0.76,1.36,0.990616576,orthorhombic,6.189,6.243,8.773,
BaTcO3,1.61,0.6,1.36,1.071483235,rhombohedral,5.699,5.699,5.699,
BaTeO3,1.61,0.97,1.36,0.901333537,tetragonal,4.249,4.249,4.483,
BaThO3,1.61,0.94,1.36,0.913090061,orthorhombic,6.369,6.443,9.045,
BaTiO3,1.61,0.61,1.36,1.066044234,tetragonal,3.987,3.987,4.099,1103
BaTlO3,1.61,1.2,1.36,0.820354352,orthorhombic,6.065,6.147,8.63,
BaTmO3,1.61,0.96,1.36,0.905218595,orthorhombic,6.128,6.128,8.65,
BaUO3,1.61,0.89,1.36,0.933380951,orthorhombic,6.256,6.32,8.893,
BaVO3,1.61,0.58,1.36,1.082529454,orthorhombic,5.583,5.584,8.142,
BaWO3,1.61,0.66,1.36,1.039657,cubic,4.059,4.059,4.059,
BaYO3,1.61,0.9,1.36,0.929250947,orthorhombic,6.185,6.242,8.759,
BaYbO3,1.61,0.95,1.36,0.90913729,rhombohedral,6.026,6.026,6.026,
BaZnO3,1.61,0.74,1.36,1.000051019,cubic,4.039,4.039,4.039,
BaZrO3,1.61,0.72,1.36,1.009666894,cubic,4.225,4.225,4.225,
BeAcO3,0.45,1.12,1.36,0.516073901,rhombohedral,6.294,6.294,6.294,
BeAgO3,0.45,0.95,1.36,0.554053365,cubic,3.93,3.93,3.93,
BeAlO3,0.45,0.54,1.36,0.673612249,cubic,3.583,3.583,3.583,
BeAsO3,0.45,0.52,1.36,0.680778337,cubic,3.711,3.711,3.711,
BeAuO3,0.45,0.93,1.36,0.558892259,cubic,3.967,3.967,3.967,
BeBO3,0.45,0.27,1.36,0.785192193,cubic,3.235,3.235,3.235,
BeBaO3,0.45,1.35,1.36,0.472274271,cubic,4.531,4.531,4.531,
BeBiO3,0.45,0.9,1.36,0.566311183,cubic,4.17,4.17,4.17,
BeCaO3,0.45,1,1.36,0.542314947,orthorhombic,5.074,5.731,7.168,
BeCdO3,0.45,0.95,1.36,0.554053365,cubic,4.017,4.017,4.017,
BeCeO3,0.45,0.87,1.36,0.573929719,rhombohedral,6.248,6.248,6.248,
BeCoO3,0.45,0.53,1.36,0.677176335,cubic,3.594,3.594,3.594,
BeCrO3,0.45,0.55,1.36,0.670085484,cubic,3.689,3.689,3.689,
BeCsO3,0.45,1.67,1.36,0.42239712,cubic,4.376,4.376,4.376,
BeCuO3,0.45,0.68,1.36,0.627383958,cubic,3.62,3.62,3.62,
BeDyO3,0.45,0.99,1.36,0.54462267,cubic,4.243,4.243,4.243,
BeErO3,0.45,0.89,1.36,0.568828122,cubic,4.203,4.203,4.203,
BeEuO3,0.45,1.06,1.36,0.528869121,orthorhombic,5.065,5.911,7.173,
BeFeO3,0.45,0.59,1.36,0.65634014,cubic,3.668,3.668,3.668,
BeGaO3,0.45,0.62,1.36,0.646395593,cubic,3.738,3.738,3.738,
BeGdO3,0.45,0.94,1.36,0.556462293,orthorhombic,4.741,5.537,8.056,
BeGeO3,0.45,0.53,1.36,0.677176335,cubic,3.641,3.641,3.641,
BeHfO3,0.45,0.71,1.36,0.618291437,cubic,4.024,4.024,4.024,
BeHgO3,0.45,1.11,1.36,0.518163269,cubic,4.073,4.073,4.073,
BeHoO3,0.45,0.9,1.36,0.566311183,cubic,4.222,4.222,4.222,
BeInO3,0.45,0.8,1.36,0.592529293,cubic,4.04,4.04,4.04,
BeIrO3,0.45,0.63,1.36,0.643147374,cubic,3.85,3.85,3.85,
BeKO3,0.45,1.38,1.36,0.467103385,cubic,4.142,4.142,4.142,
BeLaO3,0.45,1.03,1.36,0.535507646,orthorhombic,4.859,5.637,8.366,
BeLiO3,0.45,0.76,1.36,0.603709091,cubic,3.439,3.439,3.439,
BeLuO3,0.45,0.86,1.36,0.576514988,cubic,4.15,4.15,4.15,
BeMgO3,0.45,0.72,1.36,0.615318882,cubic,3.751,3.751,3.751,
BeMnO3,0.45,0.53,1.36,0.677176335,cubic,3.657,3.657,3.657,
BeMoO3,0.45,0.65,1.36,0.636747897,cubic,3.873,3.873,3.873,
BeNaO3,0.45,1.02,1.36,0.537757678,cubic,3.907,3.907,3.907,
BeNbO3,0.45,0.68,1.36,0.627383958,cubic,3.965,3.965,3.965,
BeNdO3,0.45,0.98,1.36,0.546950117,rhombohedral,5.968,5.968,5.968,
BeNiO3,0.45,0.48,1.36,0.695577866,cubic,3.594,3.594,3.594,
BeNpO3,0.45,0.86,1.36,0.576514988,rhombohedral,5.995,5.995,5.995,
BeOsO3,0.45,0.57,1.36,0.663141593,cubic,3.84,3.84,3.84,
BePaO3,0.45,0.91,1.36,0.56381642,cubic,4.344,4.344,4.344,
BePbO3,0.45,0.78,1.36,0.59806695,cubic,4.13,4.13,4.13,
BePdO3,0.45,0.62,1.36,0.646395593,cubic,3.856,3.856,3.856,
BePmO3,0.45,0.97,1.36,0.549297542,orthorhombic,4.75,5.662,8.144,
BePrO3,0.45,0.85,1.36,0.579123653,orthorhombic,4.795,5.754,8.187,
BePtO3,0.45,0.67,1.36,0.630474519,cubic,3.891,3.891,3.891,
BePuO3,0.45,0.83,1.36,0.584412454,cubic,4.279,4.279,4.279,
BeRbO3,0.45,1.52,1.36,0.44439697,cubic,4.209,4.209,4.209,
BeReO3,0.45,0.63,1.36,0.643147374,cubic,3.851,3.851,3.851,
BeRhO3,0.45,0.6,1.36,0.652991466,cubic,3.832,3.832,3.832,
BeRuO3,0.45,0.62,1.36,0.646395593,cubic,3.828,3.828,3.828,
BeSbO3,0.45,0.68,1.36,0.627383958,cubic,3.947,3.947,3.947,
BeScO3,0.45,0.75,1.36,0.606570272,cubic,3.981,3.981,3.981,
BeSiO3,0.45,0.4,1.36,0.727195042,cubic,3.446,3.446,3.446,
BeSmO3,0.45,0.96,1.36,0.551665204,cubic,4.362,4.362,4.362,
BeSnO3,0.45,0.69,1.36,0.624323548,cubic,3.968,3.968,3.968,
BeSrO3,0.45,1.18,1.36,0.503883179,cubic,4.366,4.366,4.366,
BeTaO3,0.45,0.68,1.36,0.627383958,cubic,3.942,3.942,3.942,
BeTbO3,0.45,0.76,1.36,0.603709091,cubic,4.269,4.269,4.269,
BeTcO3,0.45,0.6,1.36,0.652991466,cubic,3.835,3.835,3.835,
BeTeO3,0.45,0.97,1.36,0.549297542,cubic,4.048,4.048,4.048,
BeThO3,0.45,0.94,1.36,0.556462293,cubic,4.501,4.501,4.501,
BeTiO3,0.45,0.61,1.36,0.649676789,cubic,3.794,3.794,3.794,
BeTlO3,0.45,1.2,1.36,0.499946591,cubic,4.123,4.123,4.123,
BeTmO3,0.45,0.96,1.36,0.551665204,cubic,4.181,4.181,4.181,
BeUO3,0.45,0.89,1.36,0.568828122,cubic,4.289,4.289,4.289,
BeVO3,0.45,0.58,1.36,0.659723337,cubic,3.706,3.706,3.706,
BeWO3,0.45,0.66,1.36,0.63359568,cubic,3.882,3.882,3.882,
BeYO3,0.45,0.9,1.36,0.566311183,cubic,4.265,4.265,4.265,
BeYbO3,0.45,0.95,1.36,0.554053365,orthorhombic,5.067,5.659,7.004,
BeZnO3,0.45,0.74,1.36,0.609458702,cubic,3.717,3.717,3.717,
BeZrO3,0.45,0.72,1.36,0.615318882,cubic,4.086,4.086,4.086,
BiAcO3,1.38,1.12,1.36,0.781238944,cubic,4.655,4.655,4.655,
BiAgO3,1.38,0.75,1.36,0.91823345,orthorhombic,5.78,6.05,7.719,
BiAlO3,1.38,0.54,1.36,1.019722411,orthorhombic,5.335,5.391,7.569,
BiAsO3,1.38,0.58,1.36,0.998697206,orthorhombic,5.546,6.004,8.081,
BiAuO3,1.38,0.93,1.36,0.846057895,cubic,4.129,4.129,4.129,
BiBO3,1.38,0.27,1.36,1.188633485,cubic,3.556,3.556,3.556,
BiBaO3,1.38,1.35,1.36,0.714934532,orthorhombic,6.365,6.474,9.489,
BiBeO3,1.38,0.45,1.36,1.07042684,tetragonal,3.443,3.443,4.43,
BiCaO3,1.38,1,1.36,0.820962958,orthorhombic,5.738,5.967,8.52,
BiCdO3,1.38,0.95,1.36,0.838732719,cubic,4.141,4.141,4.141,
BiCeO3,1.38,0.87,1.36,0.868821785,cubic,4.562,4.562,4.562,
BiCoO3,1.38,0.61,1.36,0.98348862,orthorhombic,5.349,5.666,7.671,
BiCrO3,1.38,0.62,1.36,0.978521505,orthorhombic,5.43,5.647,7.781,
BiCsO3,1.38,1.67,1.36,0.639429895,orthorhombic,5.406,6.019,13.142,
BiCuO3,1.38,0.54,1.36,1.019722411,orthorhombic,5.369,5.948,7.408,
BiDyO3,1.38,0.91,1.36,0.85351215,cubic,4.307,4.307,4.307,
BiErO3,1.38,0.89,1.36,0.861098925,cubic,4.266,4.266,4.266,
BiEuO3,1.38,0.95,1.36,0.838732719,orthorhombic,5.923,6.115,8.628,
BiFeO3,1.38,0.65,1.36,0.963916707,orthorhombic,5.447,5.675,7.808,
BiGaO3,1.38,0.62,1.36,0.978521505,tetragonal,3.687,3.687,4.642,
BiGdO3,1.38,0.94,1.36,0.842379383,cubic,4.366,4.366,4.366,
BiGeO3,1.38,0.53,1.36,1.025117767,tetragonal,3.832,3.832,4.607,
BiHfO3,1.38,0.71,1.36,0.935977092,orthorhombic,5.725,5.77,8.328,
BiHgO3,1.38,1.11,1.36,0.784401854,orthorhombic,5.63,5.983,8.983,
BiHoO3,1.38,0.9,1.36,0.857288752,cubic,4.287,4.287,4.287,
BiInO3,1.38,0.8,1.36,0.896978047,orthorhombic,5.644,6.039,8.144,
BiIrO3,1.38,0.63,1.36,0.973604312,cubic,3.995,3.995,3.995,
BiKO3,1.38,1.38,1.36,0.707106781,orthorhombic,4.63,5.553,12.894,
BiLaO3,1.38,1.03,1.36,0.810657983,cubic,4.533,4.533,4.533,
BiLiO3,1.38,0.76,1.36,0.913902161,cubic,3.737,3.737,3.737,
BiLuO3,1.38,0.86,1.36,0.872735397,orthorhombic,5.682,6.059,8.243,
BiMgO3,1.38,0.72,1.36,0.931477202,orthorhombic,5.348,5.67,7.811,
BiMnO3,1.38,0.65,1.36,0.963916707,orthorhombic,5.432,5.786,7.714,
BiMoO3,1.38,0.69,1.36,0.945108576,orthorhombic,5.56,5.911,7.944,
BiNaO3,1.38,1.02,1.36,0.814064109,orthorhombic,5.133,5.479,9.717,
BiNbO3,1.38,0.64,1.36,0.96873629,orthorhombic,5.64,5.71,8.246,
BiNdO3,1.38,0.98,1.36,0.827979735,cubic,4.491,4.491,4.491,
BiNiO3,1.38,0.6,1.36,0.988506419,orthorhombic,5.33,5.671,7.666,
BiNpO3,1.38,0.86,1.36,0.872735397,cubic,4.408,4.408,4.408,
BiOsO3,1.38,0.57,1.36,1.003871803,orthorhombic,5.322,6.009,7.759,
BiPaO3,1.38,0.91,1.36,0.85351215,rhombohedral,5.886,5.886,5.886,
BiPbO3,1.38,0.78,1.36,0.905361019,orthorhombic,5.809,6.235,8.321,
BiPdO3,1.38,0.62,1.36,0.978521505,orthorhombic,5.512,5.954,7.781,
BiPmO3,1.38,0.97,1.36,0.831533296,cubic,4.456,4.456,4.456,
BiPrO3,1.38,0.85,1.36,0.876684426,cubic,4.526,4.526,4.526,
BiPtO3,1.38,0.67,1.36,0.95441999,cubic,4.049,4.049,4.049,
BiPuO3,1.38,0.83,1.36,0.884690676,cubic,4.378,4.378,4.378,
BiRbO3,1.38,1.52,1.36,0.672733535,orthorhombic,5.115,5.768,12.79,
BiReO3,1.38,0.58,1.36,0.998697206,cubic,3.996,3.996,3.996,
BiRhO3,1.38,0.67,1.36,0.95441999,orthorhombic,5.403,5.865,7.783,
BiRuO3,1.38,0.62,1.36,0.978521505,orthorhombic,5.398,5.847,7.825,
BiSbO3,1.38,0.76,1.36,0.913902161,orthorhombic,5.783,6.291,8.413,
BiScO3,1.38,0.75,1.36,0.91823345,orthorhombic,5.56,5.855,8.033,
BiSiO3,1.38,0.4,1.36,1.100836693,cubic,3.772,3.772,3.772,
BiSmO3,1.38,0.96,1.36,0.835117492,cubic,4.427,4.427,4.427,
BiSnO3,1.38,0.69,1.36,0.945108576,orthorhombic,5.71,6.189,8.283,
BiSrO3,1.38,1.18,1.36,0.76278448,orthorhombic,6.059,6.233,8.952,
BiTaO3,1.38,0.64,1.36,0.96873629,orthorhombic,5.638,5.732,8.179,
BiTbO3,1.38,0.76,1.36,0.913902161,cubic,4.341,4.341,4.341,
BiTcO3,1.38,0.6,1.36,0.988506419,orthorhombic,5.427,5.884,7.854,
BiTeO3,1.38,0.97,1.36,0.831533296,cubic,4.249,4.249,4.249,
BiThO3,1.38,0.94,1.36,0.842379383,cubic,4.571,4.571,4.571,
BiTiO3,1.38,0.61,1.36,0.98348862,rhombohedral,5.38,5.38,5.38,
BiTlO3,1.38,0.89,1.36,0.861098925,orthorhombic,5.777,6.247,8.241,
BiTmO3,1.38,0.88,1.36,0.864943116,cubic,4.239,4.239,4.239,
BiUO3,1.38,0.89,1.36,0.861098925,cubic,4.878,4.878,4.878,
BiVO3,1.38,0.64,1.36,0.96873629,orthorhombic,5.448,5.75,7.828,
BiWO3,1.38,0.66,1.36,0.959144842,cubic,4.019,4.019,4.019,
BiYO3,1.38,0.9,1.36,0.857288752,cubic,4.317,4.317,4.317,
BiYbO3,1.38,0.87,1.36,0.868821785,cubic,4.157,4.157,4.157,
BiZnO3,1.38,0.74,1.36,0.922605991,orthorhombic,5.385,5.721,7.867,
BiZrO3,1.38,0.72,1.36,0.931477202,orthorhombic,5.774,5.784,8.422,
CaAcO3,1.34,1.12,1.36,0.769833996,cubic,4.612,4.612,4.612,
